Last_used_start	Last_used_stop	Access	Capability	Binary_full_path	FileID	ProgramID	UserSID	ID
N.A.	2025-04-25 00:51:43	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000245d0ca8c4d2675d7701e5c773db170c7e859ddc	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29175
N.A.	2025-04-27 21:39:54	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29176
N.A.	2025-04-27 21:39:54	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29177
N.A.	2025-04-27 21:39:54	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29178
N.A.	2025-04-27 21:39:54	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29179
N.A.	2025-04-27 21:39:54	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29180
N.A.	2025-04-27 21:39:55	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29181
N.A.	2025-04-29 23:50:46	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29182
N.A.	2025-04-29 23:50:46	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29183
N.A.	2025-04-29 23:50:46	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29184
N.A.	2025-04-29 23:50:46	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29185
N.A.	2025-04-29 23:50:46	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29186
N.A.	2025-04-29 23:51:15	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29187
N.A.	2025-04-30 11:04:57	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29188
N.A.	2025-04-30 13:41:55	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000b840dd51b4cfeeec99ac8bd4b766cf1e4e8cc93f	0000e628acb8408a237ac73fd24a09587ef00000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29189
N.A.	2025-04-30 14:37:20	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE	0000bc384b969fd553f470557916790388c5e27fcad6	0000e628acb8408a237ac73fd24a09587ef00000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29190
N.A.	2025-04-30 14:37:56	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29191
N.A.	2025-04-30 15:59:29	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29192
N.A.	2025-04-30 15:59:29	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29193
N.A.	2025-04-30 16:03:20	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29194
N.A.	2025-04-30 16:03:22	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29195
N.A.	2025-04-30 16:03:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29196
N.A.	2025-04-30 16:04:45	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29197
N.A.	2025-04-30 16:19:37	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000b840dd51b4cfeeec99ac8bd4b766cf1e4e8cc93f	0000e628acb8408a237ac73fd24a09587ef00000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29198
N.A.	2025-04-30 16:51:30	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29199
N.A.	2025-04-30 16:51:30	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29200
N.A.	2025-04-30 16:51:30	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29201
N.A.	2025-04-30 16:51:30	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29202
N.A.	2025-04-30 16:51:30	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29203
N.A.	2025-04-30 17:06:41	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29204
N.A.	2025-04-30 17:06:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29205
N.A.	2025-04-30 17:06:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29206
N.A.	2025-04-30 17:06:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29207
N.A.	2025-04-30 17:06:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29208
N.A.	2025-04-30 17:06:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29209
N.A.	2025-04-30 17:17:22	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29210
N.A.	2025-04-30 17:18:13	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29211
N.A.	2025-04-30 17:18:13	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29212
N.A.	2025-04-30 17:18:13	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29213
N.A.	2025-04-30 17:18:13	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29214
N.A.	2025-04-30 17:18:13	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29215
N.A.	2025-04-30 18:57:30	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000b840dd51b4cfeeec99ac8bd4b766cf1e4e8cc93f	0000e628acb8408a237ac73fd24a09587ef00000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29216
N.A.	2025-04-30 20:41:34	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29217
N.A.	2025-04-30 21:35:24	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000b840dd51b4cfeeec99ac8bd4b766cf1e4e8cc93f	0000e628acb8408a237ac73fd24a09587ef00000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29218
N.A.	2025-04-30 22:46:16	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29219
N.A.	2025-04-30 22:46:16	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29220
N.A.	2025-04-30 22:46:16	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29221
N.A.	2025-04-30 22:46:16	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29222
N.A.	2025-04-30 22:46:16	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29223
N.A.	2025-05-01 00:12:58	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000b840dd51b4cfeeec99ac8bd4b766cf1e4e8cc93f	0000e628acb8408a237ac73fd24a09587ef00000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29224
N.A.	2025-05-01 16:12:47	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000b840dd51b4cfeeec99ac8bd4b766cf1e4e8cc93f	0000e628acb8408a237ac73fd24a09587ef00000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29225
N.A.	2025-05-01 16:12:55	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29226
N.A.	2025-05-01 16:17:54	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29227
N.A.	2025-05-01 16:18:44	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29228
N.A.	2025-05-01 16:38:47	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29229
N.A.	2025-05-01 16:40:40	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29230
N.A.	2025-05-01 16:40:40	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29231
N.A.	2025-05-01 16:40:40	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29232
N.A.	2025-05-01 16:40:40	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29233
N.A.	2025-05-01 16:40:40	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29234
N.A.	2025-05-01 17:30:34	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29235
N.A.	2025-05-01 17:30:34	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29236
N.A.	2025-05-01 17:30:34	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29237
N.A.	2025-05-01 17:30:34	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29238
N.A.	2025-05-01 17:30:34	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29239
N.A.	2025-05-01 17:36:22	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29240
N.A.	2025-05-01 17:36:22	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29241
N.A.	2025-05-01 17:36:22	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29242
N.A.	2025-05-01 17:36:22	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29243
N.A.	2025-05-01 17:36:22	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000f0028865f35deca1f19255d31190ba52e47e128d	00007933ca44ca1fb8a49a40e9f865595cb40000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29244
